,e1,e2,time,r
2081,SZ000063,SH600999,2022-03-23 13:21:00,same_industry
3454,SH600016,SH600919,2022-03-23 14:58:00,same_industry
3799,SH600919,SH600016,2022-03-23 14:58:00,same_industry
8781,SH600011,SH600027,2022-03-24 13:23:00,fall
8365,SH600027,SH600011,2022-03-24 13:23:00,fall
10903,SZ300142,SZ300122,2022-03-24 14:16:00,rise
10717,SZ300122,SZ300142,2022-03-24 14:16:00,rise
1234,SH601198,SZ000728,2022-03-25 00:34:00,same_industry
4109,SZ000728,SH601198,2022-03-25 00:34:00,same_industry
2745,SH601998,SH601939,2022-03-25 07:36:00,same_industry
1510,SH601939,SH601998,2022-03-25 07:36:00,same_industry
8661,SZ300760,SZ300274,2022-03-25 10:52:00,fall
8774,SZ300274,SZ300760,2022-03-25 10:52:00,fall
8476,SZ300347,SH603259,2022-03-25 11:04:00,fall
8054,SH603259,SZ300347,2022-03-25 11:04:00,fall
9836,SZ300750,SH600109,2022-03-25 15:51:00,rise
10709,SH600109,SZ300750,2022-03-25 15:51:00,rise
2441,SZ300760,SZ300124,2022-03-27 12:52:00,same_industry
1561,SZ300124,SZ300760,2022-03-27 12:52:00,same_industry
1805,SH600309,SH601899,2022-03-28 01:58:00,same_industry
3697,SH601899,SH600309,2022-03-28 01:58:00,same_industry
8960,SH603993,SZ002460,2022-03-28 09:48:00,fall
8886,SZ002460,SH603993,2022-03-28 09:48:00,fall
5609,SH688012,SZ002429,2022-03-28 13:19:00,supply
5472,SZ002429,SH688012,2022-03-28 13:19:00,supply
5062,SH601988,SZ000938,2022-03-28 13:27:00,supply
5624,SZ000938,SH601988,2022-03-28 13:27:00,supply
3133,SH601878,SZ002939,2022-03-29 14:40:00,same_industry
1043,SZ002939,SH601878,2022-03-29 14:40:00,same_industry
11902,SZ300750,SZ000625,2022-03-29 15:28:00,invest
11986,SZ000625,SZ300750,2022-03-29 15:28:00,invest
8652,SZ002241,SZ002475,2022-03-29 15:30:00,fall
8168,SZ002475,SZ002241,2022-03-29 15:30:00,fall
5511,SH600438,SH601012,2022-03-30 09:21:00,supply
5141,SH601012,SH600438,2022-03-30 09:21:00,supply
7448,SZ000333,SH601828,2022-03-30 10:04:00,cooperate
5901,SH601828,SZ000333,2022-03-30 10:04:00,cooperate
4839,SH600176,SH600282,2022-03-30 10:07:00,increase_holding
4581,SH600282,SH600176,2022-03-30 10:07:00,increase_holding
5902,SH601828,SZ000333,2022-03-30 10:08:00,cooperate
7453,SZ000333,SH601828,2022-03-30 10:08:00,cooperate
3252,SZ002027,SZ300059,2022-03-30 20:53:00,same_industry
3432,SZ300059,SZ002027,2022-03-30 20:53:00,same_industry
3325,SZ001979,SH600383,2022-03-31 08:38:00,same_industry
1330,SH600383,SZ001979,2022-03-31 08:38:00,same_industry
2674,SH600369,SZ000562,2022-03-31 11:14:00,same_industry
2779,SZ000562,SH600369,2022-03-31 11:14:00,same_industry
10806,SH600030,SH601881,2022-03-31 16:41:00,rise
9910,SH601881,SH600030,2022-03-31 16:41:00,rise
7519,SH600016,SH600588,2022-03-31 18:43:00,cooperate
5757,SH600588,SH600016,2022-03-31 18:43:00,cooperate
2388,SZ002241,SZ000725,2022-03-31 20:49:00,same_industry
3266,SZ000725,SZ002241,2022-03-31 20:49:00,same_industry
3329,SH600460,SZ002736,2022-04-01 09:03:00,same_industry
262,SZ002736,SH600460,2022-04-01 09:03:00,same_industry
7944,SH601919,SZ000951,2022-04-01 12:02:00,fall
8842,SZ000951,SH601919,2022-04-01 12:02:00,fall
12267,SH600079,SH601162,2022-04-02 06:26:00,be_increased_holding
12100,SH601162,SH600079,2022-04-02 06:26:00,be_increased_holding
2453,SZ300760,SZ300124,2022-04-03 20:53:00,same_industry
1556,SZ300124,SZ300760,2022-04-03 20:53:00,same_industry
1314,SH601766,SH601788,2022-04-04 07:39:00,same_industry
3566,SH601788,SH601766,2022-04-04 07:39:00,same_industry
2620,SH688005,SZ300124,2022-04-06 07:49:00,same_industry
1560,SZ300124,SH688005,2022-04-06 07:49:00,same_industry
1018,SH600519,SH601919,2022-04-07 06:07:00,same_industry
296,SH601919,SH600519,2022-04-07 06:07:00,same_industry
3691,SH601899,SH600873,2022-04-07 07:36:00,same_industry
3703,SH601899,SH600519,2022-04-07 07:36:00,same_industry
2494,SH600873,SH601899,2022-04-07 07:36:00,same_industry
972,SH600519,SH601899,2022-04-07 07:36:00,same_industry
5884,SH601012,SH600905,2022-04-07 20:51:00,cooperate
7842,SH600905,SH601012,2022-04-07 20:51:00,cooperate
7596,SH600482,SH600977,2022-04-08 05:58:00,cooperate
7561,SH600977,SH600482,2022-04-08 05:58:00,cooperate
7838,SZ300146,SZ000538,2022-04-08 11:07:00,cooperate
5691,SZ000538,SZ300146,2022-04-08 11:07:00,cooperate
9350,SH600547,SH600011,2022-04-08 12:09:00,rise
10895,SH600011,SH600547,2022-04-08 12:09:00,rise
6147,SH601066,SH601995,2022-04-09 23:49:00,cooperate
6392,SH601995,SH601066,2022-04-09 23:49:00,cooperate
8639,SH601668,SH601088,2022-04-10 08:08:00,fall
8004,SH601088,SH601668,2022-04-10 08:08:00,fall
8973,SH600660,SH601865,2022-04-11 10:53:00,fall
9184,SH601865,SH600660,2022-04-11 10:53:00,fall
8871,SZ002460,SH601600,2022-04-11 13:02:00,fall
9095,SH601600,SZ002460,2022-04-11 13:02:00,fall
9729,SH600875,SZ000338,2022-04-12 13:36:00,rise
9454,SZ000338,SH600875,2022-04-12 13:36:00,rise
11104,SZ002460,SH600660,2022-04-12 14:20:00,rise
11244,SH600660,SZ002460,2022-04-12 14:20:00,rise
1618,SH601319,SH601336,2022-04-13 07:30:00,same_industry
763,SH601336,SH601319,2022-04-13 07:30:00,same_industry
9246,SH600999,SH600030,2022-04-13 08:37:00,rise
10802,SH600030,SH600999,2022-04-13 08:37:00,rise
11322,SH601899,SH601898,2022-04-13 12:11:00,rise
11536,SH601898,SH601899,2022-04-13 12:11:00,rise
9897,SH600958,SH600030,2022-04-13 16:30:00,rise
10825,SH600030,SH600958,2022-04-13 16:30:00,rise
4925,SH601899,SH601398,2022-04-13 17:40:00,increase_holding
4914,SH601398,SH601899,2022-04-13 17:40:00,increase_holding
5854,SH601162,SH601555,2022-04-13 22:12:00,cooperate
7110,SH601555,SH601162,2022-04-13 22:12:00,cooperate
1663,SZ002839,SZ000060,2022-04-14 09:12:00,same_industry
2103,SZ000060,SZ002839,2022-04-14 09:12:00,same_industry
8684,SZ300122,SH603392,2022-04-14 12:07:00,fall
8139,SH603392,SZ300122,2022-04-14 12:07:00,fall
1847,SZ000636,SZ002475,2022-04-14 13:25:00,same_industry
948,SZ002475,SZ000636,2022-04-14 13:25:00,same_industry
9614,SZ002603,SH601995,2022-04-14 16:33:00,rise
9984,SH601995,SZ002603,2022-04-14 16:33:00,rise
2263,SH600017,SH600717,2022-04-14 19:42:00,same_industry
1668,SH600717,SH600017,2022-04-14 19:42:00,same_industry
5491,SH601166,SZ300750,2022-04-15 07:36:00,supply
5246,SZ300750,SH601166,2022-04-15 07:36:00,supply
12340,SZ300759,SH600030,2022-04-15 16:30:00,be_reduced_holding
12371,SH600030,SZ300759,2022-04-15 16:30:00,be_reduced_holding
10754,SH600837,SZ300750,2022-04-15 16:51:00,rise
9863,SZ300750,SH600837,2022-04-15 16:51:00,rise
5709,SH601988,SH603799,2022-04-16 10:18:00,cooperate
7129,SH603799,SH601988,2022-04-16 10:18:00,cooperate
2637,SZ300122,SH600436,2022-04-16 12:31:00,same_industry
2771,SH600436,SZ300122,2022-04-16 12:31:00,same_industry
4212,SH600276,SZ300751,2022-04-17 09:29:00,increase_holding
4843,SZ300751,SH600276,2022-04-17 09:29:00,increase_holding
562,SH600104,SH600741,2022-04-17 20:18:00,same_industry
1204,SH600741,SH600104,2022-04-17 20:18:00,same_industry
561,SH600104,SZ002252,2022-04-18 06:50:00,same_industry
647,SZ002252,SH600104,2022-04-18 06:50:00,same_industry
5561,SH600498,SH601728,2022-04-18 16:58:00,supply
5170,SH601728,SH600498,2022-04-18 16:58:00,supply
9069,SH601688,SH600958,2022-04-18 17:20:00,fall
8272,SH600958,SH601688,2022-04-18 17:20:00,fall
9020,SH601899,SZ002460,2022-04-19 10:42:00,fall
8876,SZ002460,SH601899,2022-04-19 10:42:00,fall
10886,SH600011,SH600660,2022-04-19 12:11:00,rise
11249,SH600660,SH600011,2022-04-19 12:11:00,rise
8633,SH600196,SH603259,2022-04-19 13:25:00,fall
8056,SH603259,SH600196,2022-04-19 13:25:00,fall
8828,SH601857,SH600036,2022-04-20 09:20:00,fall
8340,SH600036,SH601857,2022-04-20 09:20:00,fall
8664,SZ300760,SZ300274,2022-04-20 09:32:00,fall
8770,SZ300274,SZ300760,2022-04-20 09:32:00,fall
9885,SH600690,SZ002594,2022-04-20 11:33:00,rise
10351,SZ002594,SH600690,2022-04-20 11:33:00,rise
9012,SH601899,SZ300274,2022-04-20 12:12:00,fall
8775,SZ300274,SH601899,2022-04-20 12:12:00,fall
11768,SZ002157,SZ000776,2022-04-20 18:26:00,reduce_holding
11752,SZ000776,SZ002157,2022-04-20 18:26:00,reduce_holding
12913,SH601696,SH601988,2022-04-20 21:19:00,dispute
12713,SH601988,SH601696,2022-04-20 21:19:00,dispute
753,SH603486,SZ002568,2022-04-21 07:10:00,same_industry
1213,SZ002568,SH603486,2022-04-21 07:10:00,same_industry
4097,SZ002821,SH601728,2022-04-21 08:20:00,same_industry
673,SH601728,SZ002821,2022-04-21 08:20:00,same_industry
10011,SH600036,SZ300033,2022-04-21 10:00:00,rise
11015,SZ300033,SH600036,2022-04-21 10:00:00,rise
5226,SZ300750,SH600848,2022-04-21 10:15:00,supply
5441,SH600848,SZ300750,2022-04-21 10:15:00,supply
9161,SZ002821,SH603259,2022-04-21 13:45:00,fall
8064,SH603259,SZ002821,2022-04-21 13:45:00,fall
8773,SZ300274,SZ300999,2022-04-21 13:58:00,fall
9059,SZ300999,SZ300274,2022-04-21 13:58:00,fall
9159,SH600029,SH601111,2022-04-21 15:37:00,fall
8120,SH601111,SH600029,2022-04-21 15:37:00,fall
5116,SH601825,SH601211,2022-04-21 15:58:00,supply
5646,SH601211,SH601825,2022-04-21 15:58:00,supply
80,SH603185,SZ002129,2022-04-22 06:42:00,same_industry
3978,SZ002129,SH603185,2022-04-22 06:42:00,same_industry
12308,SH600519,SZ000858,2022-04-22 06:51:00,be_reduced_holding
12405,SZ000858,SH600519,2022-04-22 06:51:00,be_reduced_holding
2046,SH600688,SH600019,2022-04-22 07:56:00,same_industry
2461,SH600019,SH600688,2022-04-22 07:56:00,same_industry
2587,SH601555,SZ000166,2022-04-22 16:35:00,same_industry
2558,SZ000166,SH601555,2022-04-22 16:35:00,same_industry
7872,SZ300122,SZ300750,2022-04-23 08:08:00,compete
7861,SZ300750,SZ300122,2022-04-23 08:08:00,compete
3485,SZ002555,SH601788,2022-04-23 08:37:00,same_industry
3572,SH601788,SZ002555,2022-04-23 08:37:00,same_industry
2972,SZ300274,SZ000728,2022-04-23 19:01:00,same_industry
4112,SZ000728,SZ300274,2022-04-23 19:01:00,same_industry
8399,SH601633,SH600999,2022-04-25 06:53:00,fall
7907,SH600999,SH601633,2022-04-25 06:53:00,fall
8927,SZ300059,SZ300750,2022-04-25 09:43:00,fall
8229,SZ300750,SZ300059,2022-04-25 09:43:00,fall
8875,SZ002460,SH600660,2022-04-25 10:52:00,fall
8978,SH600660,SZ002460,2022-04-25 10:52:00,fall
8020,SH601828,SH601995,2022-04-25 10:55:00,fall
8313,SH601995,SH601828,2022-04-25 10:55:00,fall
7898,SH600999,SH601899,2022-04-25 12:10:00,fall
9018,SH601899,SH600999,2022-04-25 12:10:00,fall
8764,SZ002202,SH600875,2022-04-25 13:35:00,fall
8169,SH600875,SZ002202,2022-04-25 13:35:00,fall
8083,SH601728,SZ000063,2022-04-25 15:34:00,fall
8560,SZ000063,SH601728,2022-04-25 15:34:00,fall
10650,SZ300760,SZ300015,2022-04-26 10:21:00,rise
11467,SZ300015,SZ300760,2022-04-26 10:21:00,rise
8333,SH600036,SH601328,2022-04-26 15:13:00,fall
7951,SH601328,SH600036,2022-04-26 15:13:00,fall
9093,SH601600,SH603993,2022-04-26 16:11:00,fall
8957,SH603993,SH601600,2022-04-26 16:11:00,fall
3861,SH600031,SZ300003,2022-04-26 19:41:00,same_industry
2792,SZ300003,SH600031,2022-04-26 19:41:00,same_industry
730,SH601669,SH601868,2022-04-26 22:59:00,same_industry
2664,SH601868,SH601669,2022-04-26 22:59:00,same_industry
884,SH601066,SH600999,2022-04-27 21:08:00,same_industry
130,SH600999,SH601066,2022-04-27 21:08:00,same_industry
5553,SZ002074,SZ300750,2022-04-27 21:44:00,supply
5221,SZ300750,SZ002074,2022-04-27 21:44:00,supply
7288,SZ300274,SH688599,2022-04-27 22:00:00,cooperate
6327,SH688599,SZ300274,2022-04-27 22:00:00,cooperate
12285,SZ300014,SH600028,2022-04-28 06:36:00,be_reduced_holding
12328,SH600028,SZ300014,2022-04-28 06:36:00,be_reduced_holding
10638,SZ002241,SH601995,2022-04-28 16:36:00,rise
9981,SH601995,SZ002241,2022-04-28 16:36:00,rise
6841,SZ000063,SZ000039,2022-04-28 18:44:00,cooperate
7703,SZ000039,SZ000063,2022-04-28 18:44:00,cooperate
4674,SZ002241,SH600062,2022-04-29 10:06:00,increase_holding
4635,SH600062,SZ002241,2022-04-29 10:06:00,increase_holding
6037,SH601728,SZ300454,2022-04-29 10:27:00,cooperate
7647,SZ300454,SH601728,2022-04-29 10:27:00,cooperate
1737,SH601818,SH601398,2022-04-29 17:09:00,same_industry
3609,SH601398,SH601818,2022-04-29 17:09:00,same_industry
1120,SZ300750,SZ000776,2022-04-29 20:43:00,same_industry
1962,SZ000776,SZ300750,2022-04-29 20:43:00,same_industry
1981,SZ000776,SZ300750,2022-04-29 20:46:00,same_industry
1085,SZ300750,SZ000776,2022-04-29 20:46:00,same_industry
4150,SH601138,SZ002594,2022-04-30 08:29:00,same_industry
3212,SH601186,SH601668,2022-04-30 08:29:00,same_industry
2343,SH601668,SH601186,2022-04-30 08:29:00,same_industry
1869,SZ002594,SH601138,2022-04-30 08:29:00,same_industry
3423,SZ300059,SH600519,2022-05-01 12:53:00,same_industry
3942,SZ300015,SZ002920,2022-05-01 12:53:00,same_industry
1034,SZ002920,SZ300015,2022-05-01 12:53:00,same_industry
1026,SH600519,SZ300059,2022-05-01 12:53:00,same_industry
976,SH600519,SH600036,2022-05-01 19:06:00,same_industry
1454,SH600036,SH600519,2022-05-01 19:06:00,same_industry
3599,SH601398,SH600519,2022-05-02 06:08:00,same_industry
1015,SH600519,SH601398,2022-05-02 06:08:00,same_industry
2211,SH600004,SH600009,2022-05-02 15:15:00,same_industry
22,SH600009,SH600004,2022-05-02 15:15:00,same_industry
21,SH600009,SZ000333,2022-05-04 07:24:00,same_industry
3310,SZ000333,SH600009,2022-05-04 07:24:00,same_industry
9058,SZ300999,SZ300750,2022-05-05 09:41:00,fall
8231,SZ300750,SZ300999,2022-05-05 09:41:00,fall
3870,SZ300999,SZ300750,2022-05-05 11:50:00,same_industry
1065,SZ300750,SZ300999,2022-05-05 11:50:00,same_industry
5931,SZ002195,SZ300750,2022-05-05 19:00:00,cooperate
6248,SZ300750,SZ002195,2022-05-05 19:00:00,cooperate
7707,SZ300919,SZ000009,2022-05-05 19:26:00,cooperate
6539,SZ000009,SZ300919,2022-05-05 19:26:00,cooperate
5520,SH601868,SH600068,2022-05-06 08:10:00,supply
5119,SH600068,SH601868,2022-05-06 08:10:00,supply
6215,SZ300750,SH601868,2022-05-06 08:43:00,cooperate
7158,SH601868,SZ300750,2022-05-06 08:43:00,cooperate
8726,SH601601,SH601318,2022-05-06 09:45:00,fall
9119,SH601318,SH601601,2022-05-06 09:45:00,fall
8289,SH688599,SH601012,2022-05-08 11:20:00,fall
8018,SH601012,SH688599,2022-05-08 11:20:00,fall
15,SZ300676,SZ002007,2022-05-08 11:56:00,same_industry
1648,SZ002007,SZ300676,2022-05-08 11:56:00,same_industry
8832,SH601857,SZ000651,2022-05-09 02:05:00,fall
8611,SZ000651,SH601857,2022-05-09 02:05:00,fall
2238,SZ000651,SZ300750,2022-05-09 02:05:00,same_industry
1132,SZ300750,SZ000651,2022-05-09 02:05:00,same_industry
11008,SH601186,SH601669,2022-05-09 09:54:00,rise
9605,SH601669,SH601186,2022-05-09 09:54:00,rise
7177,SH600118,SH601698,2022-05-10 15:26:00,cooperate
6473,SH601698,SH600118,2022-05-10 15:26:00,cooperate
6922,SH601238,SZ002594,2022-05-10 15:55:00,cooperate
6726,SZ002594,SH601238,2022-05-10 15:55:00,cooperate
10762,SH601666,SH600508,2022-05-11 10:26:00,rise
11024,SH600508,SH601666,2022-05-11 10:26:00,rise
5276,SH688599,SH601012,2022-05-11 15:05:00,supply
5139,SH601012,SH688599,2022-05-11 15:05:00,supply
12909,SZ000725,SZ002310,2022-05-11 16:03:00,dispute
12790,SZ002310,SZ000725,2022-05-11 16:03:00,dispute
100,SH601377,SH601211,2022-05-11 16:44:00,same_industry
3774,SH601211,SH601377,2022-05-11 16:44:00,same_industry
4575,SZ002594,SZ300750,2022-05-11 17:30:00,increase_holding
4450,SZ300750,SZ002594,2022-05-11 17:30:00,increase_holding
6201,SZ300750,SZ002466,2022-05-12 07:03:00,cooperate
6943,SZ002466,SZ300750,2022-05-12 07:03:00,cooperate
2961,SZ002074,SZ002179,2022-05-12 09:37:00,same_industry
1523,SZ002179,SZ002074,2022-05-12 09:37:00,same_industry
3508,SH603986,SZ300760,2022-05-13 06:31:00,same_industry
2456,SZ300760,SH603986,2022-05-13 06:31:00,same_industry
6592,SZ002410,SH601328,2022-05-13 12:14:00,cooperate
5798,SH601328,SZ002410,2022-05-13 12:14:00,cooperate
5111,SH601328,SZ002410,2022-05-13 12:18:00,supply
5338,SZ002410,SH601328,2022-05-13 12:18:00,supply
3216,SZ300033,SH601519,2022-05-13 15:38:00,same_industry
1827,SH601519,SZ300033,2022-05-13 15:38:00,same_industry
7789,SH601727,SH601857,2022-05-16 09:10:00,cooperate
7354,SH601857,SH601727,2022-05-16 09:10:00,cooperate
9720,SZ002475,SH600346,2022-05-16 09:31:00,rise
10878,SH600346,SZ002475,2022-05-16 09:31:00,rise
10107,SH600395,SH600508,2022-05-16 10:35:00,rise
11025,SH600508,SH600395,2022-05-16 10:35:00,rise
7121,SH688005,SZ300750,2022-05-16 19:51:00,cooperate
6212,SZ300750,SH688005,2022-05-16 19:51:00,cooperate
8467,SZ002916,SH600588,2022-05-17 04:23:00,fall
7913,SH600588,SZ002916,2022-05-17 04:23:00,fall
10015,SH600036,SZ002594,2022-05-17 10:42:00,rise
10345,SZ002594,SH600036,2022-05-17 10:42:00,rise
3885,SH601688,SZ002736,2022-05-17 16:55:00,same_industry
272,SZ002736,SH601688,2022-05-17 16:55:00,same_industry
7576,SH601398,SZ002010,2022-05-18 16:41:00,cooperate
6277,SZ002010,SH601398,2022-05-18 16:41:00,cooperate
5072,SH601988,SH600036,2022-05-19 17:53:00,supply
5298,SH600036,SH601988,2022-05-19 17:53:00,supply
6298,SH601881,SZ002460,2022-05-20 08:05:00,cooperate
7469,SZ002460,SH601881,2022-05-20 08:05:00,cooperate
574,SZ000568,SZ000860,2022-05-20 10:21:00,same_industry
699,SZ000860,SZ000568,2022-05-20 10:21:00,same_industry
10894,SH600011,SH601991,2022-05-20 13:35:00,rise
10445,SH601991,SH600011,2022-05-20 13:35:00,rise
12406,SH601688,SZ002352,2022-05-20 17:20:00,be_reduced_holding
12390,SZ002352,SH601688,2022-05-20 17:20:00,be_reduced_holding
12162,SZ000656,SH600030,2022-05-20 17:27:00,be_increased_holding
12220,SH600030,SZ000656,2022-05-20 17:27:00,be_increased_holding
12335,SZ000656,SH600030,2022-05-20 17:35:00,be_reduced_holding
12373,SH600030,SZ000656,2022-05-20 17:35:00,be_reduced_holding
12093,SZ002714,SZ002500,2022-05-20 20:49:00,be_increased_holding
12214,SZ002500,SZ002714,2022-05-20 20:49:00,be_increased_holding
7791,SH601727,SH601988,2022-05-21 11:21:00,cooperate
5722,SH601988,SH601727,2022-05-21 11:21:00,cooperate
5048,SH603501,SZ300223,2022-05-22 15:43:00,increase_holding
4453,SZ300223,SH603501,2022-05-22 15:43:00,increase_holding
727,SH601669,SH600115,2022-05-23 06:30:00,same_industry
1955,SH600115,SH601669,2022-05-23 06:30:00,same_industry
9870,SZ300223,SH603501,2022-05-23 09:24:00,rise
11657,SH603501,SZ300223,2022-05-23 09:24:00,rise
7849,SH603501,SZ300223,2022-05-23 09:27:00,cooperate
6279,SZ300223,SH603501,2022-05-23 09:27:00,cooperate
4968,SZ000858,SH600036,2022-05-23 09:49:00,increase_holding
4494,SH600036,SZ000858,2022-05-23 09:49:00,increase_holding
741,SZ002468,SH600233,2022-05-23 16:46:00,same_industry
184,SH600233,SZ002468,2022-05-23 16:46:00,same_industry
3086,SH601288,SH601998,2022-05-24 15:30:00,same_industry
2755,SH601998,SH601288,2022-05-24 15:30:00,same_industry
11754,SZ002174,SH601236,2022-05-24 18:56:00,reduce_holding
11677,SH601236,SZ002174,2022-05-24 18:56:00,reduce_holding
12346,SZ002174,SH601236,2022-05-24 19:01:00,be_reduced_holding
12288,SH601236,SZ002174,2022-05-24 19:01:00,be_reduced_holding
6805,SH601229,SH601155,2022-05-24 19:24:00,cooperate
6671,SH601155,SH601229,2022-05-24 19:24:00,cooperate
6287,SZ000555,SH601398,2022-05-25 10:35:00,cooperate
7579,SH601398,SZ000555,2022-05-25 10:35:00,cooperate
6286,SZ000555,SH601398,2022-05-25 10:44:00,cooperate
7591,SH601398,SZ000555,2022-05-25 10:44:00,cooperate
12486,SH601881,SZ002594,2022-05-26 08:14:00,superior
12537,SZ002594,SH601881,2022-05-26 08:14:00,superior
3256,SZ002027,SZ300413,2022-05-26 09:13:00,same_industry
1280,SZ300413,SZ002027,2022-05-26 09:13:00,same_industry
3317,SZ001979,SH601155,2022-05-26 13:54:00,same_industry
1759,SH601155,SZ001979,2022-05-26 13:54:00,same_industry
6712,SH600006,SZ002594,2022-05-26 16:45:00,cooperate
6734,SZ002594,SH600006,2022-05-26 16:45:00,cooperate
6187,SH600519,SH600050,2022-05-26 18:42:00,cooperate
6488,SH600050,SH600519,2022-05-26 18:42:00,cooperate
586,SZ000568,SH600519,2022-05-27 07:37:00,same_industry
980,SH600519,SZ000568,2022-05-27 07:37:00,same_industry
3236,SZ000937,SH601088,2022-05-27 09:12:00,same_industry
460,SH601088,SZ000937,2022-05-27 09:12:00,same_industry
9558,SH603259,SZ300759,2022-05-27 09:41:00,rise
10235,SZ300759,SH603259,2022-05-27 09:41:00,rise
1709,SZ000656,SZ000046,2022-05-28 07:38:00,same_industry
3238,SZ000046,SZ000656,2022-05-28 07:38:00,same_industry
6730,SZ002594,SZ300136,2022-05-29 18:25:00,cooperate
6340,SZ300136,SZ002594,2022-05-29 18:25:00,cooperate
2723,SH600837,SZ002594,2022-05-30 07:18:00,same_industry
1877,SZ002594,SH600837,2022-05-30 07:18:00,same_industry
10447,SH601991,SZ002202,2022-05-30 11:21:00,rise
10864,SZ002202,SH601991,2022-05-30 11:21:00,rise
5248,SZ300750,SH600733,2022-05-30 15:27:00,supply
5660,SH600733,SZ300750,2022-05-30 15:27:00,supply
6359,SH600350,SH600104,2022-05-30 15:37:00,cooperate
5952,SH600104,SH600350,2022-05-30 15:37:00,cooperate
11392,SZ000858,SZ300750,2022-05-30 17:30:00,rise
9850,SZ300750,SZ000858,2022-05-30 17:30:00,rise
7017,SZ002157,SH600153,2022-05-30 17:45:00,cooperate
7498,SH600153,SZ002157,2022-05-30 17:45:00,cooperate
6812,SH601229,SH601155,2022-05-30 21:59:00,cooperate
6670,SH601155,SH601229,2022-05-30 21:59:00,cooperate
6140,SH601066,SH600999,2022-05-31 08:59:00,cooperate
5753,SH600999,SH601066,2022-05-31 08:59:00,cooperate
10748,SZ002938,SZ002384,2022-05-31 13:28:00,rise
11544,SZ002384,SZ002938,2022-05-31 13:28:00,rise
790,SH601111,SH601800,2022-06-01 07:00:00,same_industry
3445,SH601800,SH601111,2022-06-01 07:00:00,same_industry
2073,SZ000063,SZ000938,2022-06-01 08:44:00,same_industry
3521,SZ000938,SZ000063,2022-06-01 08:44:00,same_industry
2136,SH601238,SH601633,2022-06-01 13:21:00,same_industry
1632,SH601633,SH601238,2022-06-01 13:21:00,same_industry
7098,SH601916,SH601995,2022-06-01 19:05:00,cooperate
6396,SH601995,SH601916,2022-06-01 19:05:00,cooperate
5479,SH600150,SH601989,2022-06-02 14:28:00,supply
5148,SH601989,SH600150,2022-06-02 14:28:00,supply
2774,SH600839,SH600031,2022-06-02 16:47:00,same_industry
3865,SH600031,SH600839,2022-06-02 16:47:00,same_industry
5476,SH600150,SH600848,2022-06-03 22:05:00,supply
5442,SH600848,SH600150,2022-06-03 22:05:00,supply
1739,SH601818,SH601988,2022-06-04 07:09:00,same_industry
39,SH601988,SH601818,2022-06-04 07:09:00,same_industry
2881,SH600030,SZ002791,2022-06-04 09:32:00,same_industry
2727,SZ002791,SH600030,2022-06-04 09:32:00,same_industry
1901,SZ002594,SZ000625,2022-06-04 18:05:00,same_industry
2355,SZ000625,SZ002594,2022-06-04 18:05:00,same_industry
1182,SH600958,SH601066,2022-06-06 07:05:00,same_industry
848,SH601066,SH600958,2022-06-06 07:05:00,same_industry
6857,SH601991,SH600905,2022-06-06 09:18:00,cooperate
7845,SH600905,SH601991,2022-06-06 09:18:00,cooperate
9557,SH603259,SZ002821,2022-06-06 09:51:00,rise
11600,SZ002821,SH603259,2022-06-06 09:51:00,rise
10292,SZ002594,SH603259,2022-06-06 12:01:00,rise
9562,SH603259,SZ002594,2022-06-06 12:01:00,rise
10758,SH600123,SH600546,2022-06-06 13:41:00,rise
10053,SH600546,SH600123,2022-06-06 13:41:00,rise
11102,SZ002460,SH603259,2022-06-06 16:10:00,rise
9545,SH603259,SZ002460,2022-06-06 16:10:00,rise
1918,SZ002594,SH600519,2022-06-07 07:37:00,same_industry
986,SH600519,SZ002594,2022-06-07 07:37:00,same_industry
5571,SH601288,SH601728,2022-06-07 08:49:00,supply
5172,SH601728,SH601288,2022-06-07 08:49:00,supply
6291,SH600690,SH600690,2022-06-07 09:47:00,cooperate
5087,SZ000559,SZ002594,2022-06-07 11:10:00,supply
5399,SZ002594,SZ000559,2022-06-07 11:10:00,supply
7775,SH600029,SH601728,2022-06-07 17:21:00,cooperate
6074,SH601728,SH600029,2022-06-07 17:21:00,cooperate
4416,SH600519,SH600438,2022-06-07 17:30:00,increase_holding
4752,SH600438,SH600519,2022-06-07 17:30:00,increase_holding
567,SH600104,SH601633,2022-06-07 17:53:00,same_industry
1629,SH601633,SH600104,2022-06-07 17:53:00,same_industry
8780,SH600011,SH601991,2022-06-08 13:30:00,fall
8571,SH601991,SH600011,2022-06-08 13:30:00,fall
4808,SH600887,SH600519,2022-06-08 17:30:00,increase_holding
4409,SH600519,SH600887,2022-06-08 17:30:00,increase_holding
8404,SH601633,SH601919,2022-06-09 16:09:00,fall
7939,SH601919,SH601633,2022-06-09 16:09:00,fall
11271,SH601788,SH601211,2022-06-09 17:35:00,rise
11372,SH601211,SH601788,2022-06-09 17:35:00,rise
8803,SH600887,SH600519,2022-06-09 18:29:00,fall
8193,SH600519,SH600887,2022-06-09 18:29:00,fall
11272,SH601788,SZ000776,2022-06-10 14:31:00,rise
10389,SZ000776,SH601788,2022-06-10 14:31:00,rise
12828,SZ002120,SH601988,2022-06-10 19:35:00,dispute
12715,SH601988,SZ002120,2022-06-10 19:35:00,dispute
7589,SH601398,SH601127,2022-06-10 20:11:00,cooperate
